Name of the workshop,Place,City/District,State,Region,Name of the Workshop Owner,Contact Number,Address,Pincode,
K G N AUTO WORKS,YEDANAD,TUMKUR,KARNATAKA,South,NAYAZ,9740694466,"HOSADURGA ROAD, YELANAD,",572218,
MINI MOTORS,KALLUR,TUMKUR,KARNATAKA,South,SALEEM,9902714164,"KALUUR CROSS, TURUVEKERE TALUKA",572220,
G M BIKE POINT,TURVEKERE,TUMKUR,KARNATAKA,South,MANJUNATH,9740960380,"MAYASANDRA ROAD, TURUVEKERE",572227,
SURESH AUTO WORKS,TURVEKERE,TUMKUR,KARNATAKA,South,SURESH,9964361684,"DABBEGATTA ROAD, TURUVEKERE",572227,
ARCHANA MOTORS,"HOODI, SHANTINAGAR",BANGALORE,KARNATAKA,South,P HARISHA,9448502108,"H A BASHIREDDY LAYOUT, NEAR HOODI ROAD, KODEGENAHALLI , BANGALORE",560048,
SRI MALLIKARJUNA SERVICE CENTRE,HUVINA HADAGALI,BELLARY,KARNATAKA,South,RAGHAVENDRA,9916566749,OPP ANAND TALKIES,583219,
H.M.H SERVICE CENTRE,KOPPAL,KOPPAL,KARNATAKA,South,MAULA HUSSAIN,9902713545,"NH 63,OPP TO TALKAL BUS STAND",583238,
SRI SRINIVASA SERVICE CENTRE,KUSTHAGI,KOPPAL,KARNATAKA,South,RAMA,9663191079,"NEAR RENUKACHARYA KALYANA MANTAPA,NEXT TO EICHER TRACTORS",583277,
ELAHI SERVICE CENTRE,KUSTHAGI,KOPPAL,KARNATAKA,South,MAULA HUSSAIN,9845349507,"KANAKADASA CIRCLE,NEAR GOVT HOSPITAL",583277,
MUTTAL AGENCIES,SIDDAPUR,KOPPAL,KARNATAKA,South,RAFIQUE,9901771457,NEAR BUS STAND,584128,
SRI SAI MOTORS,VEMAGAL,KOLAR,KARNATAKA,South,UMESH,9880180150,VEMGAL TOWN,563102,
SRI CHOWDESHWARI MOTORS,MALUR,KOLAR,KARNATAKA,South,MANJUNATH.M,9449676531,CMS COMPLEX KOLAR ROAD MALUR,563130,
SRI CHENNARI SERVICE CENTRE,GOWRIBIDANUR,CHIKBALLAPUR,KARNATAKA,South,ANIL,7204840624,M G ROAD NEAR K E B MANCHENAHALLI,561208,
GANESH MOTORS,TUMKUR,TUMKUR,KARNATAKA,South,NATARAJ,9448769845,"BANASHANKARI CIRCLE, TUMKUR",572129,
K.S.S. MOTORS,TUMKUR,TUMKUR,KARNATAKA,South,GHOUSE,9686334836,"BANASHANKARI CIRCLE, TUMKUR",572129,
AMEEN AUTO WORKS,MYSORE,MYSORE,KARNATAKA,South,MOHAMMED AZEEZ,9945797868,MYSORE ROAD GADDIGE,571189,
ANNAPOORNA AUTO WORKS,PERIYAPATNA,MYSORE,KARNATAKA,South,LOKESH,8050312008,"B M ROAD, PERIYAPATNA",571107,
NARMADA AUTO WORKS,CHALLAKERE,CHITRADURGA,KARNATAKA,South,MADAN,8880806509,BANGALORE ROAD CHELLAKERE,577522,
"SRI MANJUNATHASWAMI AUTO WORKS,",CHALLAKERE,CHITRADURGA,KARNATAKA,South,B. ANJANAPPA,6361927385,PAVAGAD ROAD CHELLAKERE,577522,
G S. AUTO GARAGE,CHALLAKERE,CHITRADURGA,KARNATAKA,South,UMAR FARUQ,9740344757,PAVAGAD ROAD CHELLAKERE,577522,
"DADAPEER AUTO WORKS,",CHALLAKERE,CHITRADURGA,KARNATAKA,South,DADAPEER,8147617814,BANGALORE ROAD BEHIND BUS STAND CHELLAKERE,577522,
PRASAD AUTO CENTRE,MOLAKALMURU,CHITRADURGA,KARNATAKA,South,PRASAD,9482859512,BIJIKERE ROAD,577535,
MANJU SERVICE CENTRE,MOLAKALMURU,CHITRADURGA,KARNATAKA,South,MANJUNATH N,9886210214,BIJIKERE ROAD,577535,
INDIAN GARAGE BIKE WORKSHOP,SALIGRAMA,MYSORE,KARNATAKA,South,ATHIK PASHA,9986518876,"HOLENARASIPURA ROAD, SALIGRAMA",571604,
BIKE CARE,SALIGRAMA,MYSORE,KARNATAKA,South,NEMAN,7090107865,"HOLENARASIPURA ROAD, SALIGRAMA",571604,
AWDHOOT AUTO GARAGE,GAJENDRAGAD,GADAG,KARNATAKA,South,ASHOK,9986788597,OPP BUS STAND ROAD GAJENDRAGAD DIST GADAG,582114,
PRAGATHI MOTORS,SHIDLAGHATTA,CHIKBALLAPUR,KARNATAKA,South,NARASIMHA MURTHY,9880322989,DIBBURALLI BYPASS ROAD SHIDLAGHATTA,562105,
VIGNESHWARA BULLET STATION,JAYANAGAR,BANGALORE,KARNATAKA,South,P NARAYANA RAO,9980754186,"NO.64, 8TH MAIN, 9TH CROSS, MARKET SQUARE, OPP BBMP 2ND BLOCK, JAYANAGAR, BANGALORE",560011,
HIND MOTORS,RAJANKUNTE,BANGALORE,KARNATAKA,South,MUHEEN PASH,9620540304,"SHOP NO.185, SURVEY NO.19, HONNENAHALLI, SINGANAYAKANAHALLI, YELAHANKA, BANGALORE",560064,
HINDUSTHAN AUTO DIESEL WORKS,TORANAGAL,BALLARI,KARNATAKA,South,JALALUDDIN,9900674244,BALLARI MAIN ROAD TORONAGALU VILLAGE,583123,
SRIDEVI TRACTOR GARAGE,KARATAGI,KOPPAL,KARNATAKA,South,AYAPPA,9611564470,NEAR POLICE STATION KARTAGI,583229,
SRI SAI TRACTOR GARAGE,BALLARI,BALLARI,KARNATAKA,South,NAGARAJ,9740677227,ANATHPURA ROAD OPP TATA MOTORS SHOWROOM,583102,
SHYAMALA TRACTOR GARAGE,BALLARI,KOPPAL,KARNATAKA,South,VEERA REDDY,8050429486,ANANATHPUR ROAD BEHIND BASAVA RAJESHWARI SCHOOL,583102,
DADA TRACTOR GARAGE,KARATAGI,KOPPAL,KARNATAKA,South,AHMED,9449689192,GANGAVATHISINDHANUR MAIN ROAD,583229,
NAZEER TRACTOR GARAGE,KARATAGI,BALLARI,KARNATAKA,South,NAZEER,9945942746,J.P.NAGAR KARTAGI,583229,
KHAJA TRACTOR GARAGE,BALLARI,BALLARI,KARNATAKA,South,KHAJA MOHINUDDIN,9448840947,VISHALNAGAR NEAR M.G.PETROL BUNK,583101,
VENUGOPALA TRACTOR GARAGE,MOLAKALMURU,CHITRADURGA,KARNATAKA,South,VENUGOPAL,7483064430,NEAR AGICULTURE OFFICE,577535,
ABHI DIESEL WORKS,HITTNAL CROSS,KOPPAL,KARNATAKA,South,SRINIVAS,9008977189,NEAR TOLLGATE,583234,
SRI SAI DIESEL AUTO WORKS,LINGAPUR,KOPPAL,KARNATAKA,South,R ANAND,9663419360,NH 50 HOSALINGAPURA NEAR BUSSTAND,583233,
"BROTHERS BIKE CARE,",HIRIYUR,DAVANGERE,KARNATAKA,South,JOTH SINGH,9742034053,BASAVESHWAR BUILDING OPP RESIDENCY LODGE HIRIYUR,572143,
TVS AUTOWORKS,SHIMOGA,SHIMOGA,KARNATAKA,South,MANJUNATH,9449150007,"B.H. ROAD, NEAR SHANKAR MUTT, SHIMOGA",577201,
SRI RAMA MOBIKE,BAVIKERE,CHIKMANGALUR,KARNATAKA,South,RAVI,9972382149,"OPP. BUS STAND, BAVIKERE, TARIKERE TALUK",577144,
SHANKAR AUTOWORKS,BHADRAVATHI,SHIMOGA,KARNATAKA,South,SELVAM,9980339801,"OSM ROAD, BHADRAVATHI.",577301,
KUMAR AUTOWORKS,BHADRAVATHI,SHIMOGA,KARNATAKA,South,KUMAR,9008876603,"OPP. JAYASHREE TALKIES, JANAPURA, BHADRAVATHI",577301,
LIMRA AUTOWORKS,BHADRAVATHI,SHIMOGA,KARNATAKA,South,MUNNA,8147983931,"NEAR KSRTC DEPOT., NEW BRIDGE ROAD, BHADRAVATHI.",577301,
CRAZY BIKES,KADUR,CHIKMANGALUR,KARNATAKA,South,SOMU,9845705575,"NEAR CHECK POST CIRCLE, BH ROAD, KADUR.",577548,
MARUTHI BIKE POINT,KADUR,CHIKMANGALUR,KARNATAKA,South,KRISHNA MURTHY,9901888703,"SARASWATIPURA POST, CHIKMANGALUR ROAD, KADUR TALUK.",577548,
SHAIN MOTORS,KADUR,CHIKMANGALUR,KARNATAKA,South,JABEER,9880253717,"TB ROAD, KADUR.",577548,
KGN AUTOWORKS,LINGADAHALLI,CHIKMANGALUR,KARNATAKA,South,APSAR,9880632216,"OUT GATE CIRCLE, CHIKMANGALUR ROAD, LINGADAHALLI. TARIKERE TALUK.",577129,
R.K BIKE CENTRE,AVADI,THIRUVALLUR,TAMIL NADU,South,KODANDAM,9841122556,AVADI,600054,
S.M BIKE CARE,AVADI,THIRUVALLUR,TAMIL NADU,South,JAGADEESAN,9789869686,AVADI,600054,
MANI AUTO WORKS,AYYAPAKAM,THIRUVALLUR,TAMIL NADU,South,MURUGAN,9710782799,AYAPAKKAM,600077,
ALEEF AUTO CARE,PUDUPET,CHENNAI,TAMIL NADU,South,ALEEF,9884166672,PUDUPET,600002,
SRI VINAYAKA TWO WHEELER WORKS,"NO.38,POL NARAYANAN STREET,",CHIDAMBARAM,TAMIL NADU,South,J.GOPU,9443538734,"NO.38,POL NARAYANAN STREET, ,CHIDAMBARAM",608001,
MUTHU AUTO WORKS,"NO.11/3,VANUVAR STREET,PARANKIPET,",CHIDAMBARAM,TAMIL NADU,South,MUTHU,9994857067,"NO.11/3,VANUVAR STREET,PARANKIPET,,CHIDAMBARAM",608001,
SRI SARAVANA AUTO GARAGE,"NO.9/31, ANNA SALAI",TIRUVANNAMALAI,TAMIL NADU,South,R.SARAVANAN,9443096439,"NO.9/31, ANNA SALAI,TIRUVANNAMALAI",606601,
KAMATCHIAMMAN AUTO WORKS,"CHIDAMBARAM MAIN ROAD,CNC COMPLEX",VIRUDHACHALAM,TAMIL NADU,South,MOHAN,9943430548,"CHIDAMBARAM MAIN ROAD,CNC COMPLEX,VIRUDHACHALAM",606001,
RAGHAVENDRA MOTORS,"NO.2, PUBLIC OFFICE ROAD",NAGAPPATINAM,TAMIL NADU,South,SATYAKUMAR MANIKANDAN,8508506862,"NO.2 , NEAR MOSQUE , KARAIKAL ROAD, NAGAPATTINAM",611001,
GUNA MOTORS,"NO.36, RAJAJI STREET",TINDIVANAM,TAMIL NADU,South,S.GUNASEKARAN,9344891453,"NO.36, RAJAJI STREET,TINDIVANAM",604001,
SRI AYYAPAN AUTOMOBILES,SEETHANCHERRI,TIRUVALLUR,TAMIL NADU,South,TULASI,9444670299,SEETHANCHERRI,602026,
MANSOOR AUTOWORKS,UTHUKOTAI,TIRUVALLUR,TAMIL NADU,South,MANSOOR,9985053401,UTHUKOTAI,602026,
MURUGAN AUTO WORKS,POONAMALLE,TIRUVALLUR,TAMIL NADU,South,MURUGAN,9940443787,POONAMALLE,600056,
KANAGA SUNDARAM AUTO WORKS,POONAMALLE,TIRUVALLUR,TAMIL NADU,South,KANAGA SUNDARAM,9941361100,POONAMALLE,600056,
"THE MECHANIC, TARAMANI",TARAMANI,CHENNAI,TAMIL NADU,South,VIVEK,8870882989,TARAMANI,600020,
"VIVEK AUTO WORK, TARAMANI",TARAMANI,CHENNAI,TAMIL NADU,South,VIVEK,8220390679,TARAMANI,600020,
VPL AUTO WORKS,SELAYUR,CHENNAI,TAMIL NADU,South,PURUSHOTHAMAN,9940307272,SELAYUR,600046,
SRI VENKATESWARA TWO WHEELER SERVICE,VEPAMBATTU,TIRUVALLUR,TAMIL NADU,South,RAMESH,9789178722,VEPAMBATTU,602024,
TEAM KESHAVA,TIRUMULAIVOYAL,TIRUVALLUR,TAMIL NADU,South,ELANGOVAN,9791044265,TIRUMULAIVOYAL,600062,
PRAKASH AUTOMOBILE,TIRUVERKADU,TIRUVALLUR,TAMIL NADU,South,PRAKASH,8838081296,TIRUVERKADU,600077,
ARK AUTO MOBILES,GUDUVANCHERRY,KANCHEEPURAM,TAMIL NADU,South,SUBRAMANI,9952044275,GUDUVANCHERRY,603202,
SRI AIYANARAPPAN TWO WHEELER WORKS,PANRUTI,CUDDALORE,TAMIL NADU,South,VEERABATHIRAN.K,8012345684,"L.N. PURAM , CHENNAI SALAI, PANRUTI",607106,
SRI AMMAN AUTO WORKS,MUTHIRAYARPALAYAM,PONDICHERRY,TAMIL NADU,South,VENKATESAN.P,9543846409,"VAZHUDAVUR ROAD, NEAR PONDY BAR , METTUPALAYAM",605009,
LUCKY AUTO WORKS,CHIDAMBARAM,CUDDALORE,TAMIL NADU,South,THIRUGNANAM.P,9443241172,"NO: 42/A, 130 MANNAR KUDI STREET, CHIDAMBARAM",608001,
ANNAI MARRY TWO WHEELER WORKS,METUPALAYAM,PONDICHERRY,TAMIL NADU,South,CHARLES DURAI,9600291848,"NO:5, METTUPALAYAM BY PASS, KALAM KATHTHA KARUMARI AMMAN KOIL OPP, METTUPALAYAM, PONDY",605009,
GUNA AUTO GARAGE,TIRUVANAMALAI,TIRUVANAMALAI,TAMIL NADU,South,ARUNACHALAM.T,9445669547,"NO:8, THENMATHATHI STREET, THIRUVANNAMALAI- 606 601",606601,
A.R AUTO WORKS,CHIDAMBARAM,CUDDALORE,TAMIL NADU,South,ARUN KUMAR.V,9842399611,"NO:2/1, PERIYANAYAGIYAR STREET, CHIDAMBARAM",608001,
VIGNESHWAR AUTO WORKS,VIRUDACHALAM,CUDDALORE,TAMIL NADU,South,UDHAYAKUMAR.S,9842384920,"OPP TO PERIYAR DEPOT, JUNCTION ROAD, VIRUTHACHALAM",606001,
SRI LAKSHMI AUTO WORKS,AVADI,CHENNAI,TAMIL NADU,South,SEKHAR,9176261999,AVADI,600054,
SKL AUTOMOBILES,AVADI,CHENNAI,TAMIL NADU,South,LOGU,9952914811,AVADI,600054,
ANAND AUTO WORKS,PATTABIRAM,CHENNAI,TAMIL NADU,South,ANAND,9176553444,CHENGALPATTU,601203,
ARUNA MOTORS,MINJUR,CHENNAI,TAMIL NADU,South,RAMESH,7358363366,AVADI,603001,
JANA AUTOMOBILES,CHENGALPATTU,CHENNAI,TAMIL NADU,South,JANA,9894681496,PATTABIRAM,600054,
ANCHANEYA AUTO WORKS,AVADI,CHENNAI,TAMIL NADU,South,GOPAI,8870339256,PATTABIRAM,600055,
JAYANTHI AUTO WORK,PATTABIRAM,CHENNAI,TAMIL NADU,South,RAVI,9283166850,PATTABIRAM,600055,
ALK AUTO WORKS,PATTABIRAM,CHENNAI,TAMIL NADU,South,KUMAR,9962345585,PATTABIRAM,600055,
TIRUMALAI AUTO WORKS,PATTABIRAM,CHENNAI,TAMIL NADU,South,MAGESH.K,9841977870,PATTABIRAM,600055,
GANESH AUTO WORKS,PATTABIRAM,CHENNAI,TAMIL NADU,South,GANESH,9940533698,PATTABIRAM,600055,
KM AUTO WORKS,PATTABIRAM,CHENNAI,TAMIL NADU,South,MAGESH.R,9841554271,PATTABIRAM,600055,
RAVI BIKES SERVICE,PATTABIRAM,CHENNAI,TAMIL NADU,South,RAVI,9444235356,PATTABIRAM,600055,
AMBIYIL TWO WHEELER,KOTTARAKARA,KOLLAM,KERALA,South,AJU,9446852697,"ADOOR ROAD, PULAMON P.O., KOTTARAKARA, KOLLAM DIST.",691531,
GRACE TWO WHEELER,KARUVANCHAL,KANNUR,KERALA,South,MANOJ,9496594555,"NEW BUS STAND, KARUVANCHAL, KARUVANCHAL P.O., KANNUR DIST.",670571,
SHEEBA TWO WHEELERS,MUKKAM,CALICUT,KERALA,South,SANTHOSH KUMAR,9946338058,"MPC BUILDING, AGASTHYAMUZHI, MUKKAM, CALICUT DIST.",673602,
PRIME MOTORS,ALUVA,ERNAKULAM,KERALA,South,BIJU,9447458389,"NH 544, MUTTOM P.O, ALUVA, ERNAKULAM DIST.",683503,
MR.TWO WHEELER,KONDOTTY,MALAPPURAM,KERALA,South,GOWRI SANKHAR,7907984712,"MANJERI ROAD, THURAKKAL, KONDOTTY, MALAPPURAM DIST.",673632,
BROTHERS AUTO GARAGE,PERINTHALMANNA,MALAPPURAM,KERALA,South,MUHAMMED IRSHAD,9847735686,"OOTY ROAD, MANATHUMANGALAM , PERINTHALMANNA P.O., MALAPPURAM DIST.",679322,
ANOOP AUTO GARAGE,PATTIKKAD,THRISSUR,KERALA,South,ANOOP,9388557681,"OLD NH ROAD, NEAR PANCHAYATH OFFICE, PATTIKKAD P.O., THRISSUR DIST.",680652,
FRIENDS THREE WHEELER GARAGE,KARUVARAKUNDU,MALAPPURAM,KERALA,South,RAMESH,7034575399,"KALIKAVU ROAD , KARUVARAKUNDU, MALAPPURAM DIST.",676523,
K V K AUTO GARAGE,WADAKKANCHERY,THRISSUR,KERALA,South,UMMER,9846760512,"NEAR PVT BUSTAND, WADAKKANCHERRY P.O., THRISSUR DIST.",680582,
INDIAN AUTO GARAGE,CHUNGATHARA,MALAPPURAM,KERALA,South,BINU,9447948278,"EDAKARA ROAD,CHUNGATHARA, MAMPOYIL, MALAPPURAM DIST.",679334,
SHILPA AUTO GARAGE,POOKOTTUMPADAM,MALAPPURAM,KERALA,South,SANTHOSH KUMAR,9446243688,"NILMBUR ROAD, POOKTTUPADAM, MALAPPURAM DIST.",679332,
4X4 MARUTI WORK SHOP,POOKOTTUMPADAM,MALAPPURAM,KERALA,South,SHIBU,8156845694,"NILMBUR ROAD, POOKTTUPADAM, MALAPPURAM DIST.",679332,
SREE AKSHAY MOTORS,PATTIKKAD,THRISSUR,KERALA,South,PRAJEESH,9656731161,"NEAR PEECHI JUNCTION, PATTIKKAD P.O., THRISSUR DIST.",680652,
S.M.T Two Wheeler Works,Sivakasai,Virdhunagar,Tamil Nadu,South,M.SARAVANAN,9994642539,"Opp Bus Stand, near Ganesh theatre,Sivakasi",626123,
Sidhick Auto Works,Pallapatti,Karur,Tamil Nadu,South,Mr.Sidhick,9003384440,"Sharop Towers, Opp G.H, Pallapatti",639205,
Friends Two Wheeler Works,Periyakulam,Theni,Tamil Nadu,South,Mr.G.Madhan,8608376181,"Vadakarai, Periyakulam",625601,
Nila S.R. Two Wheeler works & Water Service,Theni,Theni,Tamil Nadu,South,C.Chinnaraj,9865146840,"Aranamanaipudhur ,Theni",625531,
M.R. Two Wheeler works,,Dindigul,Tamil Nadu,South,B.Muthuraman,9965139361,"Dindigul main road,Batlagundu",624202,
TVS Autoworks,SHIMOGA,SHIMOGA,Karnataka,South,Manjunath,9449150007,"B.H. ROAD, NEAR SHANKAR MUTT, SHIMOGA",577201,
Crazy Bikes,KADUR,CHIKMANGALUR,Karnataka,South,Somu,9845705575,"NEAR CHECK POST CIRCLE, BH ROAD, KADUR.",577548,
Maruthi Bike Point,KADUR,CHIKMANGALUR,Karnataka,South,Krishna Murthy,9901888703,"SARASWATIPURA POST, CHIKMANGALUR ROAD, KADUR TALUK.",577548,
R.K bike Centre,Avadi,Thiruvallur,Tamil Nadu,South,Kodandam,9841122556,Avadi,600054,
S.M bike care,Avadi,Thiruvallur,Tamil Nadu,South,Jagadeesan,9789869686,Avadi,600054,
Mani Auto Works,Ayyapakam,Thiruvallur,Tamil Nadu,South,Murugan,9710782799,Ayapakkam,600077,
Aleef Auto Care,Pudupet,Chennai,Tamil Nadu,South,Aleef,9884166672,Pudupet,600002,
SRI VINAYAKA TWO WHEELER WORKS,"NO.38,POL NARAYANAN STREET,",CHIDAMBARAM,Tamil Nadu,South,J.Gopu,9443538734,"NO.38,POL NARAYANAN STREET, ,CHIDAMBARAM",608001,
MUTHU AUTO WORKS,"NO.11/3,VANUVAR STREET,PARANKIPET,",CHIDAMBARAM,Tamil Nadu,South,Muthu,9994857067,"NO.11/3,VANUVAR STREET,PARANKIPET,,CHIDAMBARAM",608001,
SRI SARAVANA AUTO GARAGE,"NO.9/31, ANNA SALAI",TIRUVANNAMALAI,Tamil Nadu,South,R.saravanan,9443096439,"NO.9/31, ANNA SALAI,TIRUVANNAMALAI",606601,
KAMATCHIAMMAN AUTO WORKS,"CHIDAMBARAM MAIN ROAD,CNC COMPLEX",VIRUDHACHALAM,Tamil Nadu,South,Mohan,9943430548,"CHIDAMBARAM MAIN ROAD,CNC COMPLEX,VIRUDHACHALAM",606001,NEW ADDITION
RAGHAVENDRA MOTORS,"NO.2, PUBLIC OFFICE ROAD",NAGAPPATINAM,Tamil Nadu,South,Satyakumar Manikandan,8508506862,"No.2 , Near Mosque , Karaikal Road, Nagapattinam",611001,
GUNA MOTORS,"NO.36, RAJAJI STREET",TINDIVANAM,Tamil Nadu,South,S.Gunasekaran,9344891453,"NO.36, RAJAJI STREET,TINDIVANAM",604001,
Sri Ayyapan Automobiles,Seethancherri,Tiruvallur,Tamil Nadu,South,Tulasi,9444670299,Seethancherri,602026,
mansoor autoworks,Uthukotai,Tiruvallur,Tamil Nadu,South,Mansoor,9985053401,Uthukotai,602026,
Murugan auto works,Poonamalle,Tiruvallur,Tamil Nadu,South,Murugan,9940443787,Poonamalle,600056,
kanaga sundaram auto works,Poonamalle,Tiruvallur,Tamil Nadu,South,kanaga sundaram,9941361100,Poonamalle,600056,
"The Mechanic, Taramani",Taramani,Chennai,Tamil Nadu,South,Vivek,8870882989,Taramani,600020,
"Vivek Auto Work, Taramani",Taramani,Chennai,Tamil Nadu,South,Vivek,8220390679,Taramani,600020,
VPL Auto Works,Selayur,Chennai,Tamil Nadu,South,Purushothaman,9940307272,Selayur,600046,
Sri Venkateswara two wheeler service,Vepambattu,Tiruvallur,Tamil Nadu,South,Ramesh,9789178722,Vepambattu,602024,
Team Keshava,Tirumulaivoyal,Tiruvallur,Tamil Nadu,South,Elangovan,9791044265,Tirumulaivoyal,600062,
prakash automobile,Tiruverkadu,Tiruvallur,Tamil Nadu,South,Prakash,8838081296,Tiruverkadu,600077,
ARk Auto Mobiles,Guduvancherry,Kancheepuram,Tamil Nadu,South,Subramani,9952044275,Guduvancherry,603202,
Sri Aiyanarappan two wheeler works,panruti,cuddalore,Tamil Nadu,South,Veerabathiran.k,8012345684,"L.N. PURAM , CHENNAI SALAI, PANRUTI",607106,
Sri Amman Auto Works,Muthirayarpalayam,Pondicherry,Tamil Nadu,South,Venkatesan.P,9543846409,"VAZHUDAVUR ROAD, NEAR PONDY BAR , METTUPALAYAM",605009,
Lucky Auto Works,CHIDAMBARAM,cuddalore,Tamil Nadu,South,Thirugnanam.P,9443241172,"NO: 42/A, 130 MANNAR KUDI STREET, CHIDAMBARAM",608001,
Annai Marry Two Wheeler Works,Metupalayam,Pondicherry,Tamil Nadu,South,Charles Durai,9600291848,"NO:5, METTUPALAYAM BY PASS, KALAM KATHTHA KARUMARI AMMAN KOIL OPP, METTUPALAYAM, PONDY",605009,
Guna Auto Garage,Tiruvanamalai,Tiruvanamalai,Tamil Nadu,South,Arunachalam.T,9445669547,"NO:8, THENMATHATHI STREET, THIRUVANNAMALAI- 606 601",606601,
A.R Auto Works,Chidambaram,cuddalore,Tamil Nadu,South,Arun Kumar.V,9842399611,"NO:2/1, PERIYANAYAGIYAR STREET, CHIDAMBARAM",608001,
Vigneshwar Auto Works,Virudachalam,cuddalore,Tamil Nadu,South,UdhayaKumar.S,9842384920,"OPP TO PERIYAR DEPOT, JUNCTION ROAD, VIRUTHACHALAM",606001,
Sri Lakshmi auto Works,Avadi,Chennai,Tamil Nadu,South,Sekhar,9176261999,Avadi,600054,
SKL Automobiles,Avadi,Chennai,Tamil Nadu,South,Logu,9952914811,Avadi,600054,
Anand Auto Works,Pattabiram,Chennai,Tamil Nadu,South,Anand,9176553444,Chengalpattu,601203,
Aruna Motors,Minjur,Chennai,Tamil Nadu,South,Ramesh,7358363366,Avadi,603001,
Jana Automobiles,Chengalpattu,Chennai,Tamil Nadu,South,Jana,9894681496,Pattabiram,600054,
Anchaneya Auto Works,Avadi,Chennai,Tamil Nadu,South,Gopai,8870339256,Pattabiram,600055,
Jayanthi Auto Work,Pattabiram,Chennai,Tamil Nadu,South,Ravi,9283166850,Pattabiram,600055,
ALK Auto Works,Pattabiram,Chennai,Tamil Nadu,South,Kumar,9962345585,Pattabiram,600055,
Tirumalai Auto Works,Pattabiram,Chennai,Tamil Nadu,South,Magesh.K,9841977870,Pattabiram,600055,
Ganesh Auto Works,Pattabiram,Chennai,Tamil Nadu,South,Ganesh,9940533698,Pattabiram,600055,
KM Auto Works,Pattabiram,Chennai,Tamil Nadu,South,Magesh.R,9841554271,Pattabiram,600055,
Ravi Bikes Service,Pattabiram,Chennai,Tamil Nadu,South,Ravi,9444235356,Pattabiram,600055,
SRI VENKATESWRA ANJI BIKE MECHANICAL WORKS,CHIMAKURTHY,PRAKASAM,ANDHRA PRADESH,South,MELAM ANJANEYULU,9951583370,"ADDANKI ROAD,CHIMAKURTHY",523226,
CHAN BASHA BIKE MECHANICAL WORKS,CHIMAKURTHY,PRAKASAM,ANDHRA PRADESH,South,SHAIK CHAN BASHA,8686791973,"NEAR SBI,CHIMAKURTHY",523226,
BISMILLAH BIKE MECHANICAL WORKS, DACHEPALLI,GUNTUR,ANDHRA PRADESH,South,SHAIK SUBANI,9885364893,"NEAR HIGH WAY BRIDGE,DACHEPALLI",522414,
M/s NAWAZ AUTO WORKS,BITTERGUNTA,NELLORE DIST,ANDHRA PRADESH,South,NAWAZ,7799193687,"Near railway gate,brundavan colony,bogolu,Bittragunta",524142,
M/s SRI RAJESH AUTO WORKS,KALUVAI,NELLORE DIST,ANDHRA PRADESH,South,RAJESH,9493733711,"opp.meseva,near gopal reddy hospital,main road,kaluvai",524343,
M/s ANWAR AUTO WORKS,NELLORE ,NELLORE DIST,ANDHRA PRADESH,South,ANWAR,8686791973,"B.V.NAGER,mini bypass,nellore",524004,
G.K AUTO WORKS,GUDUR,NELLORE DIST,ANDHRA PRADESH,South,SK KHAJAVALLI,9493100458,"court centre, postal colony,gudur",524101,
RIYAZ AUTO WORKS,GUDUR,NELLORE DIST,ANDHRA PRADESH,South,SK RIYAZ,9885364893,"Near hp petrol bunk,mainroad, gudur",524101,
NAGENDRA MOTORS,NARAPALA,ANANTHAPUR,ANDHRA PRADESH,South,NAGENDRA,9642886822,"near old bridge,gugur road.narapala",515425,
Jagadeesh Auto Works,Tadepalligudem,West Godavari,ANDHRA PRADESH,South,CHAPISETTY JAGADEESH,7729928773,"Opp.Bsnl office , Railway Station Road ",534101,
Anand Auto Works,Tadepalligudem,West Godavari,ANDHRA PRADESH,South,GUMMALLA ANAND,9866296849,"Opp.Bsnl office , Railway Station Road ",534101,
Sai Lakshmi Mechanic Works,Tuni,East Godavari,ANDHRA PRADESH,South,KORUPROLU SRINU,9848484904,"Near Railway station, municipal complex, shop.no.1",533401,
Sri Durga Auto Works,Visakhapatnam,Visakhapatnam,ANDHRA PRADESH,South,D.MALLIKARJUNA RAO,9885847713,"Door no.38-22-28/2 , 104 Area, Opp. MES office",530007,
Suresh Byke Point,Vizianagaram,Vizianagaram,ANDHRA PRADESH,South,RALI SURYA SURESH,9949721678,"Near city stand , krishna sai complex,G-9/1 ",535002,
Vijaya Durga Byke Mechanic Works,Vizianagaram,Vizianagaram,ANDHRA PRADESH,South,B.RAMBABU,8125182824,"Park Gate junction , Near Adhithya theatre",535002,
Sri Syamalamma Thalli Bike Mechanical Works,Vizianagaram,Vizianagaram,ANDHRA PRADESH,South,YELLAJI,9985115069,"Phool bagh road, shop no.23 , Beside Bajaj showroom",535002,
Shaik Jani Bike Works,Vizianagaram,Vizianagaram,ANDHRA PRADESH,South,Sk. JANI,9701648988,Near ranjani theatre,535002,
RAJA SEKHAR BIKE SERVICING CENTRE,SRIKAKULAM,SRIKAKULAM,ANDHRA PRADESH,South,CHALLA RAJASEKHAR,8074754185,"Sanaveedhi, opp.Madhav motors,",532001,
PRAKASH BIKE WORKS,NARSIPATNAM,Visakhapatnam,ANDHRA PRADESH,South,PRAKASH,9640124141,"Near Reliance petrol pump, siva complex",534101,
MADHU BIKE POINT,MAHBUBABAD,WARANGAL,Telengana,South,ERRA.MADHU,9849391659,MAHBUBBAD,506101,
